# MODIS Terra GEOGRAPHIC METADATA TEXT FILE day 2022-07-25
# NFiles = 119, max geo IngestTime = 2022-07-25 15:22:08.311176
# GranuleID,StartDateTime,ArchiveSet,OrbitNumber,DayNightFlag,EastBoundingCoord,NorthBoundingCoord,SouthBoundingCoord,WestBoundingCoord,GRingLongitude1,GRingLongitude2,GRingLongitude3,GRingLongitude4,GRingLatitude1,GRingLatitude2,GRingLatitude3,GRingLatitude4
MOD03.A2022206.0620.061.2022206123637.hdf,2022-07-25 06:20,61,120212,D,70.1534905207911,4.78895296381981,-16.2468033914451,45.2550771391938,49.3720985536144,70.221060940323,66.7373887091376,45.247990895064,4.81952630317263,1.78478250339074,-16.3091228928284,-13.1386414142662
MOD03.A2022206.0625.061.2022206123644.hdf,2022-07-25 06:25,61,120212,D,66.7494240317262,-13.0650296785689,-34.1567218146943,39.3914684813841,45.2556128763145,66.990110884354,64.1943451933647,39.3832482387883,-13.0451804509815,-16.1942481464458,-34.3530999343004,-30.5745010140132
MOD03.A2022206.0630.061.2022206123639.hdf,2022-07-25 06:30,61,120212,D,64.2281424935224,-30.502194466991,-52.0144138704728,30.0350325653195,39.416466825912,64.6528814057293,62.6665784414183,29.9194881927158,-30.4882587277999,-34.0965053198427,-52.3289332230691,-47.2798489153446
MOD03.A2022206.0635.061.2022206123733.hdf,2022-07-25 06:35,61,120212,B,63.6333710177457,-47.2442941759094,-69.8521799153684,11.6727688066839,30.0818189010884,63.2979202179057,63.6489464903225,11.3645029121712,-47.2353494275974,-51.9308807722565,-70.1567903847331,-62.1153847175199
MOD03.A2022206.0640.061.2022206124033.hdf,2022-07-25 06:40,61,120212,N,103.423603646054,-62.19237701121,-87.6967115581463,-29.8371092095965,11.7953627435506,64.6930006115221,108.997227953436,-29.9347406803141,-62.1862366487677,-69.6340252300972,-86.7415724385911,-70.5748395142475
MOD03.A2022206.0645.061.2022206124242.hdf,2022-07-25 06:45,61,120212,N,180,-65.4464790740299,-89.9870467912159,-180,-29.5849161834882,106.314691708058,-139.145375993106,-77.2271230794921,-70.8754740064283,-86.0838268978943,-73.8229869869304,-65.1342175827799
MOD03.A2022206.0650.061.2022206123753.hdf,2022-07-25 06:50,61,120212,N,-77.7342976265486,-51.4564313507997,-74.5077263276585,-139.521110370707,-77.7324625968799,-140.456264219037,-136.637500194813,-99.9447660627103,-65.4985145974459,-74.3006175633502,-56.1773544571546,-51.2443438183499
MOD03.A2022206.0655.061.2022206123606.hdf,2022-07-25 06:55,61,120212,N,-100.54992599633,-35.0202419351351,-56.6626776824421,-137.809439245967,-100.548740586576,-136.989461789382,-137.820273258401,-110.979536729228,-51.5258595978971,-56.6624071691599,-38.4319735418103,-34.8878753646673
MOD03.A2022206.0700.061.2022206123639.hdf,2022-07-25 07:00,61,120212,N,-111.478340272919,-17.7178711931949,-38.819805327349,-140.10963031286,-111.475187499855,-137.930086704749,-140.13297427088,-117.654574914386,-35.0937806194996,-38.839836096357,-20.6477984012995,-17.6451876295379
MOD03.A2022206.0705.061.2022206123634.hdf,2022-07-25 07:05,61,120212,N,-118.010101058402,-0.0164619580004021,-20.9166027339427,-143.253443907588,-118.005245435815,-140.136175086684,-143.268724289965,-122.337748612797,-17.7912253500307,-20.9374165214496,-2.88399224506913,0.0132007898827944
MOD03.A2022206.0710.061.2022206123640.hdf,2022-07-25 07:10,61,120212,N,-122.539224808031,17.9588209976456,-3.01770760538754,-147.478734699529,-122.533287079122,-143.246861623738,-147.51119193928,-125.940738921329,-0.0899404403357316,-3.03559787982211,14.9131945964779,18.0385479239195
MOD03.A2022206.0715.061.2022206123636.hdf,2022-07-25 07:15,61,120213,N,-125.949985095195,35.9021907691733,14.8470132914921,-153.478979712797,-125.789833767058,-147.466230965735,-153.588381524555,-128.54084192127,17.8982899921838,14.8314556118621,32.3522262146805,36.109931337991
MOD03.A2022206.0720.061.2022206123637.hdf,2022-07-25 07:20,61,120213,N,-128.5054771051,53.8188444533828,32.3099359575456,-163.282007438603,-128.160533644791,-153.45353514062,-163.519858479387,-130.114300275561,35.8384576796516,32.2983092062998,49.0500343855587,54.1376499381136
